Colin Cochart,,,,,,,1.54,,,,,,,,2.63,
Dominique Byrd,,,,,,,1.17,,,,,,,,2.75,
Brody Eldridge,,,,,,,1.04,0.64,,,,,,,1.09,0.86
Richard Quinn,,,,,,,1.22,0.14,,,,,,,2.47,0.49
Dan Gronkowski,,,,,,,0.72,1.2,,,,,,,1.42,1.66
Stephen Spach,,,,,,,0.22,0.73,,,,,,,0.45,0.84
Michael Higgins,,,,,,,0.23,,,,,,,,0.6,
Reggie Kelly,,,,,,,0.11,0.89,,,,,,,0.41,1.54
Jim Kleinsasser,,,,,,,0.09,1.99,,,,,,,0.34,1.68
David Martin,,,,,,,0,1.15,,,,,,,0,1.98
Kris Wilson,,,,,,,0,0.81,,,,,,,0,1.49
Fendi Onobun,,,,,,,0,1.17,,,,,,,0,1.65
Colin Cloherty,,,,,,,0,0,,,,,,,0,0
David Garrard,,,,,,,,15.81,,,,,,,,8.59
Brett Favre,,,,,,,,7.47,,,,,,,,5.96
Troy Smith,,,,,,,,12.85,,,,,,,,4.45
Todd Bouman,,,,,,,,6.85,,,,,,,,6.85
Dennis Dixon,,,,,,,,4.65,,,,,,,,3.15
Brian St Pierre,,,,,,,,6.9,,,,,,,,0
Max Hall,,,,,,,,0.37,,,,,,,,2.62
Tony Pike,,,,,,,,1.9,,,,,,,,0
Chad Pennington,,,,,,,,0.8,,,,,,,,0
Sage Rosenfels,,,,,,,,-0.03,,,,,,,,0.08
Brodie Croyle,,,,,,,,-0.25,,,,,,,,1.85
Levi Brown,,,,,,,,-1,,,,,,,,0
Brian Brohm,,,,,,,,-3.8,,,,,,,,0
Todd Collins,,,,,,,,-3.65,,,,,,,,3.05
Brian Westbrook,,,,,,,,6.33,,,,,,,,8.17
Correll Buckhalter,,,,,,,,5.91,,,,,,,,6.51
Ladell Betts,,,,,,,,7.76,,,,,,,,4.29
Javarris James,,,,,,,,6.05,,,,,,,,6.02
Clinton Portis,,,,,,,,9.04,,,,,,,,3.46
Kenneth Darby,,,,,,,,3.2,,,,,,,,3.81
Julius Jones,,,,,,,,3.32,,,,,,,,3.01
Mike Hart,,,,,,,,4.71,,,,,,,,5.41
Patrick Cobbs,,,,,,,,1.82,,,,,,,,3.89
Tyrell Sutton,,,,,,,,2.9,,,,,,,,3.36
Mike Bell,,,,,,,,1.48,,,,,,,,2.65
Fred Taylor,,,,,,,,2.59,,,,,,,,3.09
Heath Evans,,,,,,,,1.08,,,,,,,,1.83
Dominic Rhodes,,,,,,,,5.53,,,,,,,,3.06
Laurence Maroney,,,,,,,,4.1,,,,,,,,2.55
Naufahu Tahi,,,,,,,,1.07,,,,,,,,2.23
Dimitri Nance,,,,,,,,1.29,,,,,,,,1.69
Tim Castille,,,,,,,,1.46,,,,,,,,1.46
James Davis,,,,,,,,2.07,,,,,,,,3.78
Jason Wright,,,,,,,,0.87,,,,,,,,2
Tony Richardson,,,,,,,,0.59,,,,,,,,1.13
Mike Karney,,,,,,,,0.63,,,,,,,,0.7
Gartrell Johnson,,,,,,,,0.81,,,,,,,,0.81
Albert Young,,,,,,,,2,,,,,,,,1.44
Quinton Ganther,,,,,,,,0.43,,,,,,,,1.19
Michael Bennett,,,,,,,,0.57,,,,,,,,1.21
Madison Hedgecock,,,,,,,,0.7,,,,,,,,0.73
Kareem Huggins,,,,,,,,0.93,,,,,,,,1.05
Garrett Wolfe,,,,,,,,0.05,,,,,,,,0.19
Jehuu Caulcrick,,,,,,,,0.1,,,,,,,,0.1
Deon Anderson,,,,,,,,0,,,,,,,,0
Jerome Johnson,,,,,,,,0,,,,,,,,0
Clifton Smith,,,,,,,,0,,,,,,,,0
Leonard Weaver,,,,,,,,0,,,,,,,,0
DeShawn Wynn,,,,,,,,0,,,,,,,,0
Chad Simpson,,,,,,,,0,,,,,,,,0
Andre Anderson,,,,,,,,0,,,,,,,,0
Chris Henry,,,,,,,,0,,,,,,,,0
Lonyae Miller,,,,,,,,0,,,,,,,,0
Rashawn Jackson,,,,,,,,0,,,,,,,,0
Billy Latsko,,,,,,,,0,,,,,,,,0
Devin Moore,,,,,,,,-0.55,,,,,,,,0.95
Terrell Owens,,,,,,,,16.02,,,,,,,,11.26
David Gettis,,,,,,,,7.07,,,,,,,,7.94
Brian Finneran,,,,,,,,3.35,,,,,,,,3.9
Craig Davis,,,,,,,,7.56,,,,,,,,4.58
Justin Gage,,,,,,,,4.78,,,,,,,,3.45
Chris Chambers,,,,,,,,3.79,,,,,,,,3.56
Antwaan Randle El,,,,,,,,2.97,,,,,,,,3.03
Kelley Washington,,,,,,,,4.54,,,,,,,,4.92
Greg Lewis,,,,,,,,2.78,,,,,,,,2.34
Joey Galloway,,,,,,,,2.93,,,,,,,,3.7
Verran Tucker,,,,,,,,2.13,,,,,,,,2.68
Johnnie Lee Higgins,,,,,,,,1.56,,,,,,,,2.69
David Clowney,,,,,,,,1.62,,,,,,,,2.3
Roydell Williams,,,,,,,,1.18,,,,,,,,1.76
Dominique Zeigler,,,,,,,,1.71,,,,,,,,2.2
Brandon James,,,,,,,,3.33,,,,,,,,3.17
Dwayne Jarrett,,,,,,,,2,,,,,,,,2.83
Derrick Williams,,,,,,,,0.86,,,,,,,,1.52
Yamon Figurs,,,,,,,,1.65,,,,,,,,2.05
Hank Baskett,,,,,,,,0.35,,,,,,,,0.93
Kevin Curtis,,,,,,,,1.1,,,,,,,,1.1
Paul Hubbard,,,,,,,,1.8,,,,,,,,0
Sam Aiken,,,,,,,,0.57,,,,,,,,0.8
Manuel Johnson,,,,,,,,0.8,,,,,,,,0.8
Duke Calhoun,,,,,,,,0.16,,,,,,,,0.44
Gary Banks,,,,,,,,0.6,,,,,,,,0.6
John Matthews,,,,,,,,0,,,,,,,,0
Marcus Smith,,,,,,,,0,,,,,,,,0
Onrea Jones,,,,,,,,0,,,,,,,,0
Chris Brooks,,,,,,,,0,,,,,,,,0
Taj Smith,,,,,,,,0,,,,,,,,0
Brian Clark,,,,,,,,0,,,,,,,,0
Britt Davis,,,,,,,,0,,,,,,,,0
Demetrius Williams,,,,,,,,0,,,,,,,,0
Derrick Townsel,,,,,,,,0,,,,,,,,0
Kenneth Moore,,,,,,,,-1,,,,,,,,1
Bo Scaife,,,,,,,,6.41,,,,,,,,5.51
Ben Patrick,,,,,,,,1.82,,,,,,,,2.44
Chris Baker,,,,,,,,1.66,,,,,,,,2.47
Alge Crumpler,,,,,,,,1.45,,,,,,,,2.55
Jonathan Stupar,,,,,,,,1.44,,,,,,,,2.21
Robert Royal,,,,,,,,1.11,,,,,,,,2.79
Brandon Manumaleuna,,,,,,,,0.96,,,,,,,,2.5
Gijon Robinson,,,,,,,,0.93,,,,,,,,2.04
Ryan Purvis,,,,,,,,0.88,,,,,,,,0.94
Jerramy Stevens,,,,,,,,1.46,,,,,,,,1.27
Jeff Dugan,,,,,,,,0.45,,,,,,,,0.76
Garrett Mills,,,,,,,,0.56,,,,,,,,0.91
Shawn Nelson,,,,,,,,0.7,,,,,,,,0.86
Desmond Clark,,,,,,,,0.44,,,,,,,,0.88
Tory Humphrey,,,,,,,,0.37,,,,,,,,0.82
Ernest Wilford,,,,,,,,0.65,,,,,,,,0.65
Daniel Coats,,,,,,,,0,,,,,,,,0
John Nalbone,,,,,,,,0,,,,,,,,0
Darcy Johnson,,,,,,,,0,,,,,,,,0
John Paul Foschi,,,,,,,,0,,,,,,,,0
Spencer Havner,,,,,,,,0,,,,,,,,0
Derek Schouman,,,,,,,,0,,,,,,,,0
